AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,Frontal,Temporal,Parietal,Occipital,Fronto-central,Participant,Game,Emotion
-13.9164,-17.8954,-71.9157,40.8854,21.3535,-59.5123,9.2146,-15.6236,13.4634,35.0175,-112.6056,14.0474,33.4715,62.137,-16.833483333333334,47.80425,-49.2791,24.24045,-3.2044999999999995,S21,G1,Boredom
-6.1674,-13.8582,-59.6988,52.5323,34.1723,-70.0416,22.7618,-19.6248,26.4846,35.88,-97.9477,18.1431,45.5632,72.5087,-10.510233333333334,59.03595,-39.9023,31.1823,1.5685000000000002,S21,G1,Boredom
8.3026,-4.6314,-46.7331,63.4804,46.222,-79.9391,35.4961,-18.9415,20.4503,37.184,-85.6505,17.5487,56.9295,82.2582,-2.2164333333333324,69.59385,-34.0509,28.81715,8.277299999999999,S21,G1,Boredom
19.3865,-8.7983,-40.4718,73.7715,57.5487,-89.2427,35.7874,-18.2988,11.815,36.4351,-81.9928,16.9895,67.6137,72.0641,2.0323166666666665,69.8389,-32.50165,24.12505,8.744299999999999,S21,G1,Boredom
19.7051,-18.6417,-38.5373,71.9882,59.8267,-97.9882,34.1339,-28.5601,20.4894,38.6938,-73.616,20.4149,51.3832,53.6402,-0.6078666666666663,52.511700000000005,-26.60055,29.5916,2.7869,S21,G1,Boredom
8.1506,-25.9194,-41.6583,61.2486,58.7063,-96.0871,28.6281,-33.2673,13.8273,35.878,-65.7422,16.7208,52.7446,40.8153,-5.92655,46.77995,-24.5107,24.85265,-2.3195999999999994,S21,G1,Boredom
2.2292,-26.8335,-41.6276,61.0309,55.6777,-79.9501,27.4051,-18.924,6.5778,32.244,-68.218,15.2238,57.9766,52.4663,-4.912233333333333,55.22145,-26.497100000000003,19.4109,4.240550000000001,S21,G1,Boredom
-0.86802,-32.138,-52.9589,55.3931,46.411,-77.1286,22.7973,-14.825,5.1947,26.3574,-66.1004,15.2979,42.645,57.4432,-10.214903333333336,50.0441,-25.40125,15.77605,3.98615,S21,G1,Boredom
-4.767,-25.2712,-52.7449,43.1795,46.5894,-66.5748,25.38,-21.838,12.7855,28.7274,-48.0344,16.3555,45.0243,59.9231,-9.931500000000002,52.4737,-15.83945,20.75645,1.770999999999999,S21,G1,Boredom
-7.444,-15.8525,-42.6657,31.6996,48.733,-48.4804,26.8203,-28.4298,15.969,34.9054,-35.5462,10.4352,56.4229,66.2053,-5.668333333333333,61.3141,-12.5555,25.4372,-0.8047500000000003,S21,G1,Boredom
0.41094,-16.3826,-33.685,31.2799,50.2538,-33.4952,32.6203,-27.2173,12.542,34.2933,-36.8702,5.3643,61.1628,48.1329,-0.2696933333333333,54.64785,-15.752949999999998,23.41765,2.7015,S21,G1,Boredom
3.3493,-11.4491,-32.6519,34.3412,48.2266,-39.3875,35.6011,-27.5602,14.7525,28.2842,-20.558,4.0544,51.5665,31.145,0.404766666666666,41.35575,-8.2518,21.51835,4.020450000000002,S21,G1,Boredom
2.6551,-7.3044,-34.1496,26.8484,42.8632,-29.616,28.0328,-24.4244,19.3006,30.0453,-6.2612,6.2809,52.9173,26.8561,0.2161166666666663,39.8867,0.0098500000000001,24.67295,1.8042000000000016,S21,G1,Boredom
7.9276,-11.3119,-28.6438,23.7553,39.7977,-13.7391,26.8445,-8.8589,20.6114,32.6864,-15.2698,6.3978,52.211,28.7011,2.9643,40.45605,-4.436,26.6489,8.992799999999999,S21,G1,Boredom
16.8362,-10.1389,-29.3944,20.8482,29.0136,-3.3086,17.8251,1.2787,9.9909,20.354,-23.7369,-3.3698,34.9784,22.5347,3.9760166666666654,28.75655,-13.55335,15.17245,9.5519,S21,G1,Boredom
29.926,2.8167,-22.198,24.0426,27.767,-3.6039,16.2623,0.70775,10.8732,17.6519,-20.8309,-4.6485,24.262,19.7009,9.791733333333331,21.98145,-12.7397,14.26255,8.485025,S21,G1,Boredom
42.2304,-10.1933,-26.7927,13.7109,24.1255,-10.3021,9.3601,-9.2123,6.2703,16.5923,-28.4706,-5.3575,28.7328,7.6538,5.463116666666667,18.1933,-16.91405,11.4313,0.0738999999999991,S21,G1,Boredom
53.7966,-11.064,-28.6428,10.4181,20.2077,1.6748,4.3532,-3.2268,4.4114,18.0661,-19.355,4.3468,35.4042,21.2945,7.731733333333332,28.34935,-7.5041,11.23875,0.5632000000000001,S21,G1,Boredom
41.8529,2.4414,-28.8993,10.781,17.0207,14.4158,4.0925,1.9059,3.1596,13.0315,-16.2178,5.0739,25.3784,34.1169,9.602083333333336,29.74765,-5.57195,8.09555,2.9992,S21,G1,Boredom
35.884,5.7517,-30.6226,8.6524,18.4687,20.9587,6.3162,2.2848,-0.48674,13.7305,-3.8854,4.2762,21.3864,25.6004,9.848816666666666,23.4934,0.1954,6.62188,4.3005,S21,G1,Boredom
25.3352,-8.6934,-36.1935,-2.2381,4.0258,14.2684,-2.459,1.6544,-4.9028,8.4623,2.768,4.5129,22.5725,11.7171,-0.5825999999999999,17.1448,3.64045,1.7797500000000004,-0.4023,S21,G1,Boredom
17.8886,-15.3082,-35.0094,-4.0793,-1.1548,11.4372,-6.262,4.5182,-6.5841,16.8446,-11.4981,5.2301,19.2426,25.1141,-4.370983333333334,22.17835,-3.1340000000000003,5.13025,-0.8718999999999997,S21,G1,Boredom
30.1496,-1.0549,-26.4886,2.5857,1.3838,24.851,-13.295,2.7653,-7.6708,23.2417,-10.043,6.3981,16.6063,29.7561,5.2377666666666665,23.1812,-1.82245,7.785450000000001,-5.26485,S21,G1,Boredom
40.6883,4.4407,-22.4295,-7.9412,-10.0581,35.9295,-18.9172,7.0451,-7.7043,7.7472,4.6596,6.508,16.1037,18.5874,6.771616666666666,17.34555,5.5838,0.0214500000000001,-5.936050000000001,S21,G1,Boredom
29.8508,4.6685,-20.59,-21.5647,-14.8873,41.1816,-20.2514,19.9563,-5.7603,0.63932,9.0476,3.6482,14.6442,25.8684,3.109816666666668,20.2563,6.347899999999999,-2.56049,-0.1475500000000007,S21,G1,Boredom
13.9597,3.8942,-15.8973,-23.9499,-4.6103,40.1924,-24.4691,22.2166,-6.8965,5.0462,4.0599,-6.942,14.2588,24.8106,2.2648000000000006,19.5347,-1.4410500000000002,-0.92515,-1.1262500000000006,S21,G1,Boredom
17.8384,11.563,-5.0664,-12.6354,9.4944,40.7439,-32.8794,32.7362,-0.55614,7.7065,5.7919,-2.5749,20.3173,16.407,10.322983333333331,18.36215,1.6085,3.57518,-0.0716000000000001,S21,G1,Boredom
11.8291,12.8447,-13.652,-11.8777,-4.9038,39.2873,-45.0066,38.6745,-11.3878,3.2926,-8.3842,7.4571,9.2208,24.3126,5.587933333333333,16.7667,-0.4635500000000001,-4.0476,-3.1660499999999985,S21,G1,Boredom
4.2053,5.1595,-26.6614,-22.0306,-18.7096,40.881,-56.4062,29.4396,-21.5701,9.022,-12.8202,13.9242,-4.173,36.9538,-2.8593,16.3904,0.5520000000000005,-6.27405,-13.4833,S21,G1,Boredom
18.053,6.3312,-11.7274,-15.2755,-7.9318,36.9469,-59.8873,23.2284,-17.8071,13.913,-5.6307,12.595,2.4971,31.9959,4.3994,17.2465,3.4821500000000003,-1.947049999999999,-18.32945,S21,G1,Boredom
31.0698,18.7929,3.0762,-2.5059,6.6441,25.8396,-42.194,25.7857,-5.8731,10.1157,-5.2924,6.9008,16.4473,19.2106,13.819450000000002,17.82895,0.8042000000000002,2.1213,-8.204150000000002,S21,G1,Boredom
40.5162,21.1221,12.0045,-10.7519,15.3583,18.8574,-32.5251,17.8183,-4.039,-0.86257,1.4455,-0.92203,29.5605,13.6136,16.184433333333335,21.58705,0.261735,-2.450785,-7.353400000000001,S21,G1,Boredom
41.542,14.422,9.8025,-3.6855,10.98,23.1587,-26.1283,17.2434,-7.2534,1.6584,15.4587,1.6035,39.0979,18.2296,16.036616666666664,28.66375,8.5311,-2.7975,-4.442449999999999,S21,G1,Boredom
43.9885,8.6177,3.2878,8.3882,19.2103,19.7927,-15.6715,16.2083,-8.7937,5.5095,17.717,4.4703,39.7151,21.0864,17.2142,30.40075,11.09365,-1.6420999999999997,0.2684000000000006,S21,G1,Boredom
35.9164,13.5334,4.5718,5.4147,23.4904,12.1849,-19.1765,10.7906,-9.7479,2.7097,20.1108,1.7319,23.9974,17.351,15.851933333333337,20.6742,10.92135,-3.5191,-4.192950000000001,S21,G1,Boredom
33.2672,20.1301,12.6937,2.6215,21.5868,11.948,-21.4827,13.6009,-11.6323,4.0288,33.0041,4.0982,10.2103,16.8041,17.041216666666667,13.5072,18.55115,-3.80175,-3.940900000000001,S21,G1,Boredom
30.7779,16.453,13.4139,1.97,17.8223,8.7619,-22.663,11.3031,-18.3421,7.2439,22.8509,4.3456,5.1534,13.3266,14.866499999999997,9.24,13.59825,-5.549099999999999,-5.67995,S21,G1,Boredom
28.9308,5.5874,13.5966,-0.12374,11.8139,4.2847,-23.2787,1.7349,-22.1806,1.8702,7.3798,4.0853,16.6967,6.6005,10.68161,11.6486,5.73255,-10.1552,-10.7719,S21,G1,Boredom
23.7381,7.7214,14.2625,-1.5981,13.5744,9.4604,-18.4252,5.0876,-16.4055,6.2033,12.6408,7.297,16.1892,10.6497,11.193116666666665,13.41945,9.9689,-5.101100000000001,-6.6688,S21,G1,Boredom
18.3624,8.2461,13.4068,-3.4777,14.7364,12.8442,-14.3557,6.7578,-12.4572,9.7826,17.8089,9.8222,14.2298,11.9862,10.686366666666666,13.108,13.815550000000002,-1.3373,-3.798950000000001,S21,G1,Boredom
10.8408,7.2576,11.1211,-7.7138,14.3459,15.5308,-13.0006,7.8346,-10.2285,10.6769,22.1731,9.7276,10.9072,11.7608,8.563733333333333,11.334,15.95035,0.2241999999999997,-2.583,S21,G1,Boredom
4.2643,5.8346,8.4783,-11.202,13.4852,16.574,-11.2321,7.3645,-8.6263,12.0122,24.7942,10.1314,8.2778,11.0552,6.239066666666667,9.6665,17.4628,1.6929499999999995,-1.9338000000000009,S21,G1,Boredom
-3.4003,4.0028,5.5003,-15.9626,11.1943,17.0613,-11.0524,6.4284,-7.6154,11.7848,27.7513,9.0293,4.3234,10.8861,3.0659666666666667,7.604750000000001,18.3903,2.0847,-2.3120000000000003,S21,G1,Boredom
-11.0983,1.7871,1.2188,-19.9429,9.5347,18.0132,-10.3898,5.0557,-7.158,12.0657,30.0373,8.488,0.11248,10.2325,-0.0812333333333329,5.17249,19.26265,2.45385,-2.66705,S21,G1,Boredom
-14.3834,2.6679,2.1337,-8.8688,14.8891,15.9444,-3.8399,6.7278,-5.7415,10.3538,36.137,22.0787,9.9842,11.594,2.0638166666666664,10.7891,29.10785,2.30615,1.44395,S21,G1,Boredom
-12.0391,3.0016,-6.3906,-18.7085,1.649,14.494,-12.9928,6.817,-13.7928,8.2513,34.4626,20.9763,9.878,-0.46091,-2.998933333333333,4.708545,27.71945,-2.77075,-3.0879000000000003,S21,G1,Boredom
1.0305,3.3157,-0.57439,-20.0552,-3.8827,26.9591,-12.7074,20.508,-11.4835,-4.5911,37.8276,5.6178,10.767,4.9995,1.1321683333333332,7.88325,21.7227,-8.0373,3.9003,S21,G1,Boredom
8.3765,2.6225,6.8683,-14.4076,1.783,29.7868,1.3898,22.9575,-11.2887,-16.662,44.9417,-8.8193,9.6277,2.2303,5.83825,5.929,18.0612,-13.97535,12.17365,S21,G1,Boredom
9.3561,5.9224,1.0235,-22.9265,-3.7563,20.5913,-2.1508,9.2333,-15.0562,-17.1445,35.8249,-16.1431,6.5803,-12.0035,1.70175,-2.7116,9.8409,-16.10035,3.54125,S21,G1,Boredom
12.2515,15.9384,-0.51921,-25.9961,-11.9272,20.8376,-4.4911,7.1975,-22.5481,-13.6465,25.2792,-10.7302,3.7162,-10.0244,1.7641650000000002,-3.1541,7.2745,-18.0973,1.3531999999999995,S21,G1,Boredom
5.0957,12.5123,-4.9338,-24.9301,-15.6573,19.0926,-8.6673,6.2719,-27.6169,-10.3589,30.1827,-6.6291,-10.6067,-8.9291,-1.4700999999999993,-9.7679,11.7768,-18.9879,-1.1976999999999998,S21,G1,Boredom
2.3211,8.3053,-3.1555,-22.9405,-8.2961,19.4293,-13.5786,4.4143,-14.5997,-0.35315,35.7805,-6.7251,-24.0703,-14.8132,-0.7227333333333329,-19.44175,14.5277,-7.476425,-4.58215,S21,G1,Boredom
8.1079,10.7695,0.98482,-18.6006,-6.8108,25.1781,-5.8503,7.112,-10.7611,-0.33196,36.5967,-9.2851,-10.2302,-14.9129,3.2714866666666667,-12.57155,13.6558,-5.546530000000001,0.6308500000000001,S21,G1,Boredom
1.2007,4.6911,-2.532,-23.9053,-15.7864,24.1602,0.92144,3.228,-21.4748,-5.7453,28.9676,-2.3072,-6.16,-28.1181,-2.028616666666668,-17.139049999999997,13.3302,-13.61005,2.07472,S21,G1,Boredom
-0.8464,1.4461,7.4979,-26.422,-16.8143,23.699,-5.0608,1.0593,-19.1978,0.52644,14.389,1.7822,-11.7165,-40.4819,-1.9066166666666664,-26.099200000000003,8.0856,-9.33568,-2.00075,S21,G1,Boredom
11.5512,4.8166,15.4443,-16.44,-11.3607,26.7219,-2.2875,7.4165,-8.6626,0.00109,17.9709,-9.684,0.34579,-23.953,5.122216666666667,-11.803605,4.1434500000000005,-4.330755,2.5645,S21,G1,Boredom
6.4129,-0.90517,2.1704,-26.8133,-10.1857,19.6858,11.1846,5.4898,-13.5756,-14.099,30.9927,-21.4503,4.7703,-13.8977,-1.6058450000000004,-4.563700000000001,4.7712,-13.8373,8.3372,S21,G1,Boredom
-1.8735,4.0881,7.9667,-30.1435,-4.6356,26.4072,15.4525,8.1234,-11.7731,-16.4384,36.2699,-16.2118,-9.6159,-27.1638,0.3015666666666667,-18.38985,10.02905,-14.10575,11.78795,S21,G1,Boredom
-0.77306,14.7079,12.4272,-22.4084,-10.284,35.6878,5.6353,16.526,-9.0912,-12.489,27.1792,-14.252,-22.597,-29.2131,4.892906666666668,-25.905050000000003,6.4636000000000005,-10.7901,11.08065,S21,G1,Boredom
6.1874,14.8134,9.7065,-19.0884,-9.6665,34.5345,3.3217,29.6345,-8.5453,-0.87371,36.414,-5.4944,-7.1412,-13.3603,6.08115,-10.25075,15.4598,-4.709505,16.478099999999998,S21,G1,Boredom
4.8281,13.9242,4.1851,-18.9311,-6.1234,35.4255,-1.8166,36.474,-12.9716,6.0918,37.1922,6.6888,7.3873,-3.9401,5.551400000000001,1.7235999999999998,21.9405,-3.4399,17.328699999999998,S21,G1,Boredom
0.093201,12.5954,1.4643,-26.1905,-8.2253,41.6962,2.7377,23.9143,-16.6385,7.2081,24.5889,6.7808,1.9568,-17.8037,3.5722168333333326,-7.92345,15.68485,-4.7152,13.326,S21,G1,Boredom
4.0396,2.9501,3.3524,-31.5336,-15.6338,29.3164,7.5119,12.6024,-10.7017,-2.114,25.0895,1.4354,-9.0261,-16.9578,-1.2514833333333328,-12.99195,13.26245,-6.40785,10.05715,S21,G1,Boredom
14.6618,6.7232,7.1018,-26.679,-17.6593,23.6064,3.1102,15.7963,-7.0961,-5.9382,37.6842,5.3003,3.3685,-4.0882,1.2924833333333332,-0.3598499999999998,21.49225,-6.51715,9.45325,S21,G1,Boredom
16.2523,15.7045,4.2064,-21.6206,-17.094,36.29,4.4053,15.3427,-6.1761,-2.1251,38.6089,3.5005,-0.29039,-16.1893,5.623100000000001,-8.239844999999999,21.0547,-4.1506,9.874,S21,G1,Boredom
11.8199,15.256,3.4603,-23.7806,-16.5621,40.7557,7.5983,11.9534,-5.3118,-7.4299,27.8961,-0.16677,-14.373,-14.7242,5.1582,-14.5486,13.864665,-6.37085,9.77585,S21,G1,Boredom
16.543,15.8219,8.6859,-23.835,-12.1111,35.8416,3.6851,15.681,-5.4868,-8.4654,27.7046,-5.5891,-27.6106,-5.4449,6.824383333333333,-16.52775,11.05775,-6.976100000000001,9.68305,S21,G1,Boredom
13.5754,19.8112,7.1763,-25.3684,-13.3595,32.7026,5.439,11.7766,-3.1826,-5.9824,29.9929,-18.0952,-21.46,-19.2182,5.756266666666666,-20.3391,5.94885,-4.5825,8.607800000000001,S21,G1,Boredom
5.8463,12.6964,10.6972,-22.8588,-14.5339,29.7529,12.0272,6.1315,-0.028111,-13.5255,36.0953,-16.0211,-8.3194,-32.1651,3.600016666666667,-20.24225,10.0371,-6.7768055,9.07935,S21,G1,Boredom
12.9034,3.5384,11.5367,-20.0055,-16.1311,24.51,3.8978,6.2569,-8.4227,-26.814,39.3624,-16.5415,-2.3875,-25.2471,2.7253166666666666,-13.8173,11.41045,-17.61835,5.07735,S21,G1,Boredom
20.5254,11.7223,-0.51436,-32.14,-25.5345,17.6076,-4.7323,9.3392,-22.0173,-27.8967,32.5558,-29.649,-16.3442,-37.8323,-1.3889266666666664,-27.08825,1.4533999999999985,-24.957,2.30345,S21,G1,Boredom
11.8856,15.4638,0.010259,-34.6564,-29.4348,10.1304,2.9599,18.1631,-27.3384,-15.8511,21.2187,-31.5497,-29.4636,-49.6623,-4.433523499999999,-39.56295,-5.1655000000000015,-21.59475,10.5615,S21,G1,Boredom
-0.68056,9.5965,14.1096,-18.477,-14.8291,17.4246,14.6353,27.9379,-13.846,-8.974,24.8841,-15.5567,-25.1783,-35.2756,1.1906733333333337,-30.22695,4.6637,-11.41,21.2866,S21,G1,Boredom
2.3238,14.9477,15.9546,-12.7008,-9.9874,26.2562,10.7937,28.2376,-9.0642,-3.497,37.4911,-0.52329,-9.5676,-19.059,6.13235,-14.313300000000002,18.483905,-6.2806,19.51565,S21,G1,Boredom
11.0739,27.8798,13.0223,-15.8898,-16.3026,22.7058,1.2565,21.6048,-9.5079,-3.2872,37.9341,-1.0348,-23.0935,-3.8155,7.081566666666666,-13.4545,18.44965,-6.39755,11.43065,S21,G1,Boredom
15.8422,21.7618,18.6613,-16.4181,-19.7688,28.7522,-4.2516,18.8268,-17.3327,-12.4728,31.2133,-4.4295,-35.8079,-11.5363,8.138433333333333,-23.6721,13.3919,-14.90275,7.287599999999999,S21,G1,Boredom
16.8672,7.616,15.5666,-24.3221,-28.4602,30.9776,-5.972,12.7582,-30.1213,-20.6145,34.279,-15.0288,-27.9543,-20.7217,3.0408499999999994,-24.338,9.625100000000002,-25.3679,3.3931,S21,G1,Boredom
10.4224,18.5169,14.1379,-18.4194,-22.3092,27.6372,-0.18095,20.388,-17.9437,-16.9093,46.3223,-14.6222,-12.177,-13.059,4.997633333333333,-12.618,15.85005,-17.4265,10.103525,S21,G1,Boredom
1.4008,31.5059,18.7224,-3.2143,-6.8707,35.3627,8.2262,33.2647,-2.7671,-7.4985,57.643,0.35512,-19.6204,1.0602,12.8178,-9.2801,28.99906,-5.1328,20.74545,S21,G1,Boredom
-2.6338,15.5156,15.6235,-11.6882,-11.1742,31.2655,11.6831,21.6145,-1.3898,-6.0606,48.7025,2.5326,-22.3946,-7.8934,6.151399999999999,-15.144,25.61755,-3.7252,16.6488,S21,G1,Boredom
4.4383,3.2258,6.7841,-25.0869,-24.6037,15.561,4.0681,6.2177,-13.1599,-19.5255,39.8538,-11.7194,-12.1609,-21.5198,-3.280233333333334,-16.84035,14.0672,-16.3427,5.1429,S21,G1,Boredom
14.5437,9.453,5.8833,-27.755,-30.2643,18.0846,-6.5477,10.5608,-20.7661,-28.7257,41.9078,-21.1165,-17.852,-21.4394,-1.675783333333334,-19.6457,10.395650000000002,-24.7459,2.0065500000000003,S21,G1,Boredom
7.7441,4.9348,7.5058,-25.1022,-26.4725,31.0995,-0.22788,18.8167,-23.4712,-26.0137,38.4058,-5.7495,-30.8809,-23.1156,-0.0484166666666669,-26.99825,16.32815,-24.74245,9.29441,S21,G1,Boredom
0.36544,6.6142,0.14139,-15.6936,-25.8721,43.3335,6.6998,5.8351,-24.0384,-19.5139,28.199,8.6954,-43.1281,-28.6427,1.4814716666666663,-35.885400000000004,18.4472,-21.77615,6.26745,S21,G1,Boredom
4.7883,17.5767,0.62666,-7.3437,-18.8866,54.8335,1.8531,6.9663,-18.1513,-19.8253,33.9153,4.174,-34.5638,-16.5533,8.599143333333332,-25.55855,19.04465,-18.9883,4.4097,S21,G1,Boredom
6.477,12.571,9.4786,-17.7686,-18.7418,64.0644,-0.23409,20.6483,-17.0623,-21.5993,45.9804,0.96008,-30.5149,-11.6091,9.346766666666667,-21.062,23.47024,-19.3308,10.207105,S21,G1,Boredom
0.16135,11.8168,14.8364,-25.593,-24.5318,61.2081,5.7069,22.101,-11.1,-14.3772,53.8152,5.841,-27.6965,-25.0125,6.316308333333335,-26.3545,29.8281,-12.7386,13.90395,S21,G1,Boredom
1.1397,18.0218,9.0077,-22.0809,-26.0229,56.5476,4.3765,9.9099,-11.421,-21.4162,50.5868,0.55155,-34.9247,-37.6118,6.102166666666666,-36.26825,25.569175,-16.418599999999998,7.1432,S21,G1,Boredom
11.9363,14.965,9.4548,-10.8795,-24.462,46.2407,-1.8126,5.3638,-24.8358,-34.2312,49.5271,-8.3706,-42.7068,-36.7882,7.875883333333332,-39.7475,20.57825,-29.5335,1.7756000000000003,S21,G1,Boredom
8.7509,4.6833,17.2833,-13.6835,-23.4876,34.0825,-4.1731,-4.3418,-22.5809,-26.4731,57.9143,-7.3751,-38.6626,-35.0742,4.604816666666667,-36.8684,25.2696,-24.527,-4.25745,S21,G1,Boredom
-1.6522,1.4388,21.1853,-17.801,-7.9784,32.0375,5.9553,-3.0928,-7.126,-10.7847,68.5394,6.8964,-24.4898,-40.8717,4.538333333333334,-32.68075,37.7179,-8.955350000000001,1.43125,S21,G1,Boredom
-9.4546,-6.5491,5.8142,-16.7334,6.6003,16.0153,6.585,-10.8098,-7.9574,-9.4216,73.0451,7.4706,-14.1304,-35.4564,-0.717883333333333,-24.7934,40.257850000000005,-8.689499999999999,-2.1124,S21,G1,Boredom
-6.4181,-8.6263,5.2425,-1.6294,19.9842,0.95438,7.6717,-24.2612,-6.9867,-6.387,77.0587,5.5406,-7.8498,-22.9577,1.584546666666667,-15.40375,41.29965,-6.68685,-8.294749999999999,S21,G1,Boredom
-3.0695,-15.0223,17.769,9.5562,30.6382,-13.2029,4.2479,-31.9183,-3.604,0.91072,77.3746,5.2082,-14.2933,-33.4333,4.4447833333333335,-23.8633,41.2914,-1.34664,-13.8352,S21,G1,Boredom
6.9922,-23.011,14.7274,-0.89472,37.689,-26.5107,-1.9335,-44.1032,-11.2903,-7.0464,71.7442,2.9202,-18.3748,-30.4403,1.4986966666666663,-24.40755,37.3322,-9.16835,-23.01835,S21,G1,Boredom
20.6727,-7.5303,27.1785,13.259,49.5277,-39.0201,3.6153,-55.557,-7.1551,-5.141,71.8838,9.1653,-16.778,-14.5138,10.68125,-15.6459,40.52455,-6.14805,-25.97085,S21,G1,Boredom
32.9899,-19.203,30.981,26.5634,47.273,-50.7789,-2.0339,-66.3236,-16.1091,-14.2167,56.2125,-0.76795,-29.8714,-22.8031,11.304233333333334,-26.33725,27.722275,-15.1629,-34.17875,S21,G1,Boredom
38.4188,-30.3976,36.53,37.7625,54.8084,-61.8321,2.5329,-66.9626,-13.6613,-14.845,61.2355,3.7229,-13.9791,-28.8432,12.548333333333332,-21.41115,32.4792,-14.253150000000002,-32.21485,S21,G1,Boredom
33.1506,-39.4388,26.4366,38.4597,46.5809,-72.2222,-3.5456,-77.0448,-19.7557,-20.8684,64.4754,-3.4145,-0.29929,-41.2126,5.494466666666665,-20.755945,30.53045,-20.31205,-40.2952,S21,G1,Boredom
27.7039,-39.5418,18.4297,42.5724,46.2553,-81.9889,4.0749,-86.5222,-24.0031,-27.025,62.0886,-10.6184,-14.3813,-52.8398,2.238433333333333,-33.61055,25.7351,-25.51405,-41.22365,S21,G1,Boredom
